web-scraper-order,web-scraper-start-url,price_text,metres_carres,ville_adresse,type_pieces
"1699260125-72","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-379?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'000.-/mois (+ 205.- Charges)","","Veyrier, Ch. Sous-Balme 17","Appartement 5 pièces"
"1699260125-73","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-379?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 630.-/mois (+ 90.- Charges)","10 m2","Lausanne, Rue de la Louve 2","Studio 1 pièce"
"1699260125-74","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-379?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'200.-/mois","140 m2","1201 Genève, Contactez l'agence pour l'adresse","Appartement 6 pièces"
"1699260125-75","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-379?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'680.-/mois (+ 220.- Charges)","88 m2","Derendingen, Löhrstrasse 51","Appartement 3.5 pièces"
"1699260125-76","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-379?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'270.-/mois (+ 230.- Charges)","80 m2","Thun, Jungfraustr. 15","Appartement 4 pièces"
"1699260146-77","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 990.-/mois (+ 170.- Charges)","39 m2","Basel, Hebelstr. 82","Appartement 1.5 pièces"
"1699260146-78","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 980.-/mois (+ 150.- Charges)","55 m2","Neuchâtel, Rue des Parcs 137","Appartement 2.5 pièces"
"1699260146-79","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'380.-/mois (+ 230.- Charges)","93 m2","Bronschhofen, In der Würe 3","Appartement 4.5 pièces"
"1699260146-80","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'400.-/mois (+ 350.- Charges)","141 m2","Glarus, Hauptstr. 48","Appartement 5.5 pièces"
"1699260146-81","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 635.-/mois (+ 160.- Charges)","","La Chaux-de-Fonds, Combe-Grieurin 35","Appartement 2 pièces"
"1699260146-82","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'830.-/mois (+ 370.- Charges)","110 m2","St. Gallen, Rosenbüchelstrasse 31","Appartement 4.5 pièces"
"1699260146-83","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'300.-/mois (+ 250.- Charges)","91 m2","Luzern, Güterstr. 2b","Appartement 3.5 pièces"
"1699260146-84","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'931.-/mois (+ 324.- Charges)","107 m2","Nürensdorf, Alte Winterthurerstrasse 214","Appartement 4.5 pièces"
"1699260146-85","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'660.-/mois (+ 190.- Charges)","102 m2","Sirnach, Flurhofstrasse 6","Appartement 4.5 pièces"
"1699260146-86","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'022.-/mois (+ 230.- Charges)","67 m2","Steinach, Schulstrasse 23","Appartement 3 pièces"
"1699260146-87","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'310.-/mois (+ 230.- Charges)","75 m2","Fribourg, Route de la Veveyse 14","Appartement 3.5 pièces"
"1699260146-88","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'320.-/mois (+ 340.- Charges)","114 m2","Basel, Adlerstrasse 23","Appartement 3.5 pièces"
"1699260146-89","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'050.-/mois (+ 230.- Charges)","","La Chaux-de-Fonds, Serre 27","Appartement 4 pièces"
"1699260146-90","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 620.-/mois (+ 170.- Charges)","","La Chaux-de-Fonds, Progrès 103a","Appartement 2 pièces"
"1699260146-91","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'372.-/mois (+ 155.- Charges)","80 m2","Orbe, Rue Davall 15","Appartement 3 pièces"
"1699260146-92","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'750.-/mois (+ 230.- Charges)","126 m2","St. Gallen, Linsebühlstrasse 35","Duplex 4 pièces"
"1699260146-93","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'440.-/mois (+ 270.- Charges)","95 m2","Langnau im Emmental, Zürchermatte 4, BE 159'238","Duplex 4.5 pièces"
"1699260146-94","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'170.-/mois (+ 150.- Charges)","63 m2","Biel-Bienne, Bahnhofstr. 19","Appartement 2 pièces"
"1699260146-95","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'080.-/mois (+ 230.- Charges)","","La Chaux-de-Fonds, Jaquet-Droz 39","Appartement 4 pièces"
"1699260146-96","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'242.-/mois (+ 130.- Charges)","55 m2","Lucens, Chemin des Bergères 12","Appartement 2 pièces"
"1699260146-97","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'680.-/mois (+ 100.- Charges)","59 m2","Le Grand-Saconnex, Chemin Taverney 16","Appartement 3 pièces"
"1699260146-98","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'575.-/mois (+ 150.- Charges)","","Bernex, Chemin Sous-le-Tet 17","Appartement 3 pièces"
"1699260146-99","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-378?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 790.-/mois (+ 170.- Charges)","","La Chaux-de-Fonds, Boucle de Cydalise 6","Appartement 3.5 pièces"
"1699260167-100","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'271.-/mois (+ 110.- Charges)","38 m2","Luzern, Grendelstrasse 19","Appartement 1 pièce"
"1699260167-101","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'750.-/mois (+ 300.- Charges)","96 m2","Montreux, Rue du Pont 34 bis","Appartement 4.5 pièces"
"1699260167-102","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'618.-/mois (+ 280.- Charges)","71 m2","Affoltern am Albis, Melchior Hirzelweg 4","Appartement 3 pièces"
"1699260167-103","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'340.-/mois (+ 120.- Charges)","58 m2","Wohlen AG, Sorenbühlweg 6","Appartement 2.5 pièces"
"1699260167-104","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'730.-/mois (+ 400.- Charges)","110 m2","Thayngen, Zieglerweg 34","Appartement 4.5 pièces"
"1699260167-105","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'250.-/mois (+ 190.- Charges)","61 m2","Lyss, Steinweg 12","Appartement 2.5 pièces"
"1699260167-106","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'910.-/mois (+ 270.- Charges)","106 m2","Bremgarten AG, Reusswinkelweg 14","Appartement 4.5 pièces"
"1699260167-107","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 300.- Charges)","90 m2","Giubiasco, Via Bellinzona 23","Appartement 3.5 pièces"
"1699260167-108","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'100.-/mois (+ 450.- Charges)","118 m2","Lausanne, Avenue Sainte-Luce 14","Appartement 4 pièces"
"1699260167-109","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'301.-/mois (+ 250.- Charges)","70 m2","Basel, Flughafenstrasse 79","Appartement 3 pièces"
"1699260167-110","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'376.-/mois (+ 145.- Charges)","71 m2","Fribourg, Rue de l'Industrie 9","Appartement 2.5 pièces"
"1699260167-111","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'100.-/mois (+ 150.- Charges)","70 m2","Le Grand-Saconnex, Ch. François-Lehmann","Appartement 3 pièces"
"1699260167-112","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'660.-/mois (+ 149.- Charges)","45 m2","Chêne-Bourg, Parc Dinu-Lipatti 3","Appartement 3 pièces"
"1699260167-113","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 9'500.-/mois (+ 1'500.- Charges)","","Vandoeuvres, chemin de la Seymaz 30A","Maison 10 pièces"
"1699260167-114","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'300.-/mois (+ 300.- Charges)","132 m2","Nyon, Chemin du Rocher","Appartement 5.5 pièces"
"1699260167-115","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'630.-/mois (+ 160.- Charges)","","Chernex, Route de Chaulin 22","Appartement 3 pièces"
"1699260167-116","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'950.-/mois","","Oron-la-Ville, Rte de Palézieux 16","Appartement 5.5 pièces"
"1699260167-117","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 488.-/mois (+ 120.- Charges)","33 m2","Le Locle, Rue Le Corbusier 21","Appartement 1.5 pièces"
"1699260167-118","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 8'500.-/mois","310 m2","Tannay, Chemin des Couleuvres 4a","Appartement 8 pièces"
"1699260167-119","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 6'800.-/mois","288 m2","Féchy, Chemin de la Bossenaz 20","Appartement 6.5 pièces"
"1699260167-120","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'870.-/mois (+ 490.- Charges)","160 m2","St. Gallen, Bachweidstr. 3b","Duplex 3.5 pièces"
"1699260167-121","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 300.- Charges)","89 m2","Sion, Av. du Grand Champsec","Appartement 3.5 pièces"
"1699260167-122","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-377?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'150.-/mois (+ 280.- Charges)","","La Chaux-de-Fonds, Numa-Droz 128","Appartement 4.5 pièces"
"1699260188-123","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","500 m2","3780 Gstaad, Contactez l'agence pour l'adresse","Loft 9 pièces"
"1699260188-124","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","200 m2","3780 Gstaad, Contactez l'agence pour l'adresse","Appartement 5 pièces"
"1699260188-125","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","","3792 Saanen, Contactez l'agence pour l'adresse","Chalet"
"1699260188-126","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","350 m2","3780 Gstaad, Contactez l'agence pour l'adresse","Chalet"
"1699260188-127","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'100.-/mois (+ 360.- Charges)","144 m2","Embrach, Bülacherstrasse 19b","Appartement 4.5 pièces"
"1699260188-128","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'600.-/mois (+ 230.- Charges)","78 m2","Bern, Buristr. 8","Appartement 3.5 pièces"
"1699260188-129","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 760.-/mois (+ 240.- Charges)","","La Chaux-de-Fonds, Serre 103","Appartement 3 pièces"
"1699260188-130","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'330.-/mois (+ 400.- Charges)","160 m2","Arni AG, Voräckerweg 8","Appartement 5.5 pièces"
"1699260188-131","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 9'500.-/mois (+ 875.- Charges)","233 m2","Chambésy, Ch. des Cornillons 90","Duplex 8.5 pièces"
"1699260188-132","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'408.-/mois (+ 230.- Charges)","84 m2","Solothurn, Zurmattenstrasse 34/36/38","Appartement 3 pièces"
"1699260188-133","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'448.-/mois (+ 410.- Charges)","93 m2","Fribourg, Rue Aloys-Mooser 1","Appartement 3 pièces"
"1699260188-134","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'595.-/mois (+ 275.- Charges)","70 m2","Aarau, Luxweg 1","Appartement 2.5 pièces"
"1699260188-135","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 540.-/mois (+ 155.- Charges)","38 m2","La Chaux-de-Fonds, Croix-Fédérale 27C","Appartement 1 pièce"
"1699260188-136","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 990.-/mois (+ 210.- Charges)","58 m2","Neuchâtel, Rue de Champréveyres 14","Appartement 2.5 pièces"
"1699260188-137","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'810.-/mois (+ 230.- Charges)","92 m2","Rheinfelden, Pappelnweg 28 C","Appartement 3.5 pièces"
"1699260188-138","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 640.-/mois (+ 200.- Charges)","","La Chaux-de-Fonds, Beau-Site 1","Appartement 2 pièces"
"1699260188-139","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'655.-/mois (+ 240.- Charges)","76 m2","Aesch BL, Untereggweg 15","Appartement 3 pièces"
"1699260188-140","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-376?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 975.-/mois (+ 320.- Charges)","","La Chaux-de-Fonds, Puits 21","Appartement 4.5 pièces"
