ville,canton,prix,metres_carres,type,nbr_pieces
Zürich,ZH,2464,19,Appartement meublé ,1.0
Saint-Sulpice,VD,1330,65,Appartement ,2.0
Cornol,JU,1350,110,Appartement ,4.5
La Chaux-de-Fonds,NE,882,85,Appartement ,3.5
Courgenay,JU,1190,64,Appartement ,2.5
Zollikon,ZH,4950,140,Appartement ,3.5
Frauenkappelen,BE,1550,66,Appartement ,3.0
Lucens,VD,1790,80,Attique ,3.5
Vernier,GE,15000,320,Maison ,7.0
Pregny-Chambésy,GE,2950,90,Appartement meublé ,3.0
Twann-Tüscherz,BE,1390,84,Appartement ,4.0
Wünnewil-Flamatt,FR,1370,78,Appartement ,4.5
Commugny,VD,8850,190,Maison contiguë ,5.5
La Chaux-de-Fonds,NE,850,64,Appartement ,3.0
La Chaux-de-Fonds,NE,1450,106,Appartement ,4.0
Marsens,FR,1440,103,Appartement ,4.5
Saint-Cergue,VD,1900,121,Appartement ,3.5
Noble-Contrée,VS,820,47,Appartement ,1.0
Yverdon-les-Bains,VD,1670,100,Appartement ,4.5
Ecublens,VD,3550,126,Appartement ,5.5
Neuchâtel,NE,1704,108,Appartement ,4.0
Develier,JU,1120,140,Appartement ,4.5
Vallorbe,VD,1830,121,Appartement ,5.5
Bussigny,VD,1950,52,Appartement ,2.5
Bioggio,TI,910,55,Appartement ,2.0
Massagno,TI,3800,142,Appartement ,3.5
Courtepin,FR,1000,82,Appartement ,3.5
Ollon,VD,2300,148,Appartement ,4.0
Zürich,ZH,2790,26,Appartement,
Zürich,ZH,2590,20,Appartement,
Zürich,ZH,3990,30,Appartement,
Zürich,ZH,2490,23,Appartement,
Vevey,VD,1650,20,Appartement,
La Chaux-de-Fonds,NE,1120,97,Appartement ,4.5
Thônex,GE,4300,200,Appartement ,5.0
Gland,VD,1670,74,Appartement ,3.0
Twann-Tüscherz,BE,1580,148,Duplex ,5.5
Zwingen,BL,1250,75,Appartement ,3.5
Crans-Montana,VS,1800,60,Appartement ,3.5
Tafers,FR,1750,104,Appartement ,4.5
Brügg,BE,1090,71,Appartement ,3.5
Estavayer,FR,1620,87,Appartement ,3.5
Münchenstein,BL,1970,93,Appartement ,4.0
Plaffeien,FR,880,62,Appartement ,2.5
Bex,VD,1200,83,Appartement ,3.5
Commugny,VD,8850,190,Maison contiguë ,5.5
Saint-Sulpice,VD,2379,26,Appartement meublé,
Meggen,LU,1795,13,Studio,
Münchenstein,BL,2590,24,Studio,
Münchenstein,BL,3190,37,Appartement,
Münchenstein,BL,2090,19,Studio,
Saint-Sulpice,VD,1679,15,Appartement,
Saint-Sulpice,VD,2339,23,Appartement,
Saint-Sulpice,VD,2279,26,Appartement meublé,
Saint-Sulpice,VD,4900,131,Appartement ,3.5
Torricella-Taverne,TI,1150,65,Appartement ,3.5
Bottmingen,BL,1420,65,Appartement ,3.0
Zürich,ZH,2300,95,Appartement ,4.0
Caslano,TI,1300,77,Appartement ,3.5
Vernier,GE,8500,111,Appartement ,3.0
Vernier,GE,5700,50,Appartement ,1.0
Zürich,ZH,2190,16,Studio,
Zürich,ZH,2690,28,Studio,
Neuheim,ZG,6282,66,Appartement,
Opfikon,ZH,2490,25,Studio,
Opfikon,ZH,3390,30,Appartement,
Opfikon,ZH,2590,24,Appartement,
Vevey,VD,2250,28,Appartement,
Vevey,VD,1350,16,Appartement,
Cologny,GE,15000,220,Appartement ,6.0
Münchenstein,BL,2238,91,Attique ,3.5
Vernier,GE,6000,150,Appartement meublé ,5.0
Courgenay,JU,960,75,Appartement ,3.5
Remaufens,FR,1100,65,Appartement ,2.5
Montreux,VD,1630,75,Appartement ,3.0
Avenches,VD,1270,75,Appartement ,3.5
Münchenstein,BL,1030,45,Appartement ,2.0
Suhr,AG,1400,78,Appartement ,3.5
Champéry,VS,1200,50,Appartement ,2.5
Le Locle,NE,950,125,Appartement ,4.0
Vernier,GE,6900,182,Appartement ,6.0
Montanaire,VD,1500,55,Maison ,2.0
Laufenburg,AG,1100,67,Appartement ,3.5
Pully,VD,2160,80,Appartement ,3.0
Pratteln,BL,1700,92,Appartement ,4.5
Thalwil,ZH,2220,88,Appartement ,3.5
Bottmingen,BL,1675,71,Attique ,2.5
Steffisburg,BE,1388,89,Appartement ,4.5
Schlatt-Haslen,AI,2800,250,Maison ,7.5
Saint-Sulpice,VD,2200,70,Appartement ,2.0
Savigny,VD,7500,306,Maison ,6.5
Liestal,BL,1500,130,Appartement ,5.5
Val-de-Ruz,NE,1100,78,Appartement ,4.0
Zunzgen,BL,2450,118,Appartement ,4.5
Montreux,VD,3200,148,Appartement ,4.5
Münchenstein,BL,1560,62,Appartement ,2.0
Neuchâtel,NE,1360,89,Appartement ,3.5
Dornach,SO,1850,107,Appartement ,3.5
Vernier,GE,5900,145,Appartement ,7.0
Münchenstein,BL,1535,51,Appartement meublé ,2.0
Montreux,VD,2990,152,Appartement ,5.0
Twann-Tüscherz,BE,1400,98,Appartement ,3.5
Frauenkappelen,BE,300,120,Appartement ,3.5
Villeneuve,VD,1400,78,Appartement ,3.5
Port,BE,1150,68,Appartement ,3.5
La Grande Béroche,NE,1680,85,Appartement ,3.5
Val-d'Illiez,VS,1400,64,Appartement ,2.5
Vernier,GE,4761,131,Appartement ,5.0
Berg,TG,1390,91,Appartement ,3.5
Weiach,ZH,2066,86,Appartement ,3.5
Grenchen,SO,1490,80,Attique ,4.5
Münchenstein,BL,1970,80,Dernier étage ,3.5
Winkel,ZH,3200,124,Appartement ,4.5
Thayngen,SH,1750,95,Appartement ,4.5
Röschenz,BL,1900,115,Duplex ,5.5
Gossau,SG,4000,200,Maison ,7.0
Stein,AG,2100,117,Appartement ,4.5
Le Mont-sur-Lausanne,VD,3480,101,Appartement ,3.5
Develier,JU,1200,100,Appartement ,4.5
Vernayaz,VS,3800,162,Attique,
Develier,JU,900,84,Appartement ,3.0
Lyss,BE,1150,66,Appartement ,3.5
Zürich,ZH,2160,74,Appartement ,3.5
Chavornay,VD,1190,42,Appartement ,2.0
Collonge-Bellerive,GE,5500,138,Maison contiguë ,5.0
Köniz,BE,1700,76,Appartement ,3.5
Saint-Sulpice,VD,3900,92,Appartement ,2.5
Diessenhofen,TG,1600,77,Dernier étage ,2.5
Neuchâtel,NE,2175,90,Appartement ,2.5
Saint-Prex,VD,3470,180,Maison jumelée ,4.5
Zäziwil,BE,2050,97,Attique ,4.5
La Chaux-de-Fonds,NE,1350,88,Appartement ,4.0
Ollon,VD,1520,88,Appartement ,3.0
Zürich,ZH,4830,90,Appartement ,3.5
Rheinfelden,AG,2250,117,Dernier étage ,3.5
Muri bei Bern,BE,4100,182,Appartement ,5.5
Chavornay,VD,1500,72,Appartement ,3.5
Oberried am Brienzersee,BE,1990,120,Appartement ,4.5
Saint-Sulpice,VD,1390,49,Appartement ,2.5
Rickenbach,LU,2050,126,Appartement ,4.5
Tafers,FR,1520,75,Appartement ,2.5
Collonge-Bellerive,GE,13000,300,Maison ,12.0
Neckertal,SG,1280,95,Appartement ,4.5
Paradiso,TI,3599,90,Appartement meublé ,4.0
Villaz,FR,1250,110,Appartement ,4.5
Villaz,FR,1350,85,Appartement ,4.0
Vernier,GE,4500,110,Appartement ,4.0
La Chaux-de-Fonds,NE,1230,118,Duplex ,5.5
Bottmingen,BL,2100,88,Appartement ,3.5
Cheyres-Châbles,FR,2200,86,Appartement ,3.5
Estavayer,FR,500,19,Appartement ,1.0
Neuchâtel,NE,1750,123,Appartement ,5.5
Nebikon,LU,1960,140,Appartement ,5.5
Vernier,GE,5400,170,Maison contiguë ,7.0
Vernier,GE,4225,103,Appartement ,6.0
Murten,FR,1580,80,Appartement ,3.5
Twann-Tüscherz,BE,1580,73,Appartement ,3.5
Minusio,TI,750,38,Appartement ,1.5
La Chaux-de-Fonds,NE,1614,108,Appartement ,4.5
Tafers,FR,1180,40,Appartement ,2.5
Saint-Aubin,FR,1430,97,Appartement ,4.5
Tafers,FR,1360,63,Appartement ,2.5
Vinelz,BE,3300,180,Appartement ,5.5
Montreux,VD,3450,119,Appartement ,4.5
Ostermundigen,BE,1950,112,Appartement ,4.5
Zürich,ZH,3200,100,Appartement ,4.5
Tafers,FR,1365,107,Appartement ,3.5
Obersiggenthal,AG,1520,82,Appartement ,3.5
Münsingen,BE,1840,93,Appartement ,3.5
Meggen,LU,3350,84,Appartement meublé ,9.0
Vernier,GE,4100,114,Appartement ,5.0
La Chaux-de-Fonds,NE,2890,152,Appartement ,5.5
Wyssachen,BE,1250,100,Appartement ,4.5
Veyrier,GE,2200,41,Appartement terrasse ,2.0
Frauenkappelen,BE,4100,130,Duplex ,3.5
Meggen,LU,2010,76,Appartement ,3.0
Vernier,GE,3120,96,Appartement ,4.0
Tafers,FR,1400,90,Appartement ,4.5
Oron,VD,3200,148,Maison ,6.5
Bellinzona,TI,1160,72,Appartement ,3.5
Muttenz,BL,1050,46,Appartement ,2.0
Riehen,BS,1470,76,Appartement ,3.0
Vevey,VD,2850,130,Appartement ,4.5
Rolle,VD,6500,390,Maison ,9.5
Essertines-sur-Yverdon,VD,1500,72,Appartement ,2.5
Gossau,SG,1999,131,Appartement ,3.5
Gossau,SG,1340,91,Appartement ,3.5
Matran,FR,1950,101,Appartement ,4.5
Mendrisio,TI,1200,75,Appartement ,3.5
Lavigny,VD,2420,129,Duplex ,5.5
Aarburg,AG,2700,153,Duplex ,2.5
Payerne,VD,1390,90,Appartement ,4.5
Collombey-Muraz,VS,2280,104,Appartement ,4.5
Tafers,FR,2180,130,Attique ,4.5
Jegenstorf,BE,1600,90,Appartement ,4.5
Anières,GE,8000,230,Maison ,8.0
Prangins,VD,2100,81,Duplex ,3.5
Maggia,TI,1300,165,Maison ,8.0
Courroux,JU,1040,72,Appartement ,2.5
Massagno,TI,800,31,Appartement ,1.5
Saint-Sulpice,VD,3600,115,Appartement ,5.5
Porrentruy,JU,775,55,Appartement ,2.5
La Chaux-de-Fonds,NE,900,100,Appartement ,3.5
Solothurn,SO,1250,84,Appartement ,3.5
Strengelbach,AG,1230,78,Appartement ,3.5
Gland,VD,4500,150,Villa ,4.5
Zürich,ZH,5150,170,Appartement ,7.0
Lausanne,VD,1850,88,Appartement ,4.0
Tafers,FR,1420,88,Appartement ,3.5
Montreux,VD,3900,152,Appartement ,5.5
Montreux,VD,1980,134,Appartement ,4.5
Granges-Paccot,FR,1340,63,Appartement ,3.5
Brügg,BE,1320,104,Appartement ,4.5
Bussigny,VD,3510,132,Attique ,5.5
Bussigny,VD,930,24,Studio ,1.5
Münchenstein,BL,2480,108,Appartement ,3.5
Crans,VD,4100,182,Appartement ,4.5
Schönenwerd,SO,1860,123,Duplex ,3.5
Alle,JU,900,70,Duplex ,2.5
Madiswil,BE,1220,83,Appartement ,4.0
Villaz,FR,1021,65,Appartement ,2.5
Le Chenit,VD,720,26,Appartement ,1.5
Vernier,GE,3250,85,Appartement ,3.0
Denges,VD,3900,156,Maison jumelée ,5.5
Montreux,VD,3300,152,Maison ,5.5
Develier,JU,650,22,Appartement ,1.0
Vernier,GE,1700,33,Appartement ,2.5
Saint-Imier,BE,1050,105,Dernier étage ,5.0
Worb,BE,1150,63,Appartement ,3.5
Alle,JU,590,52,Appartement ,2.5
Vernier,GE,1891,54,Appartement ,3.0
Büsserach,SO,1730,95,Appartement ,4.5
Vernier,GE,6800,163,Appartement ,6.0
Vernier,GE,6950,168,Appartement ,7.0
Vernier,GE,5680,141,Appartement ,6.5
Chavannes-près-Renens,VD,2390,90,Appartement ,3.0
Köniz,BE,1180,80,Appartement ,3.5
Nebikon,LU,1450,81,Appartement ,3.5
Les Montets,FR,1540,68,Appartement ,3.5
Altstätten,SG,960,70,Appartement ,3.5
Zeiningen,AG,2750,128,Appartement ,3.5
Sion,VS,2500,240,Duplex ,6.5
Tafers,FR,1840,108,Appartement ,4.5
Gossau,SG,900,65,Appartement ,4.0
Avenches,VD,950,48,Appartement ,2.0
Münchenstein,BL,1900,78,Appartement ,3.0
Wangen bei Olten,SO,1150,98,Appartement ,4.5
Vernayaz,VS,910,46,Appartement ,2.0
Gossau,SG,1470,85,Appartement ,3.5
Vernier,GE,7500,210,Appartement ,6.0
Vevey,VD,2650,140,Maison ,5.5
Vernier,GE,2000,1,Appartement ,3.0
Zürich,ZH,2480,54,Appartement ,2.5
Pratteln,BL,1160,65,Appartement ,3.0
Valbroye,VD,1350,110,Appartement ,5.0
Villarzel,VD,650,25,Appartement ,1.0
Milvignes,NE,1200,65,Appartement ,3.0
Zürich,ZH,2300,20,Appartement meublé,
Sion,VS,1110,76,Appartement ,3.0
Val-de-Ruz,NE,700,35,Appartement ,2.0
Romanel-sur-Lausanne,VD,1860,86,Appartement ,4.5
Chavannes-près-Renens,VD,2940,142,Appartement ,5.5
La Sarraz,VD,2500,150,Appartement ,4.5
Frauenkappelen,BE,1353,66,Appartement ,2.5
Vernier,GE,1780,61,Appartement ,3.0
Vernier,GE,2200,64,Appartement ,3.0
Neuchâtel,NE,1990,75,Appartement ,3.5
Chamoson,VS,820,41,Appartement ,1.0
Vernier,GE,1500,41,Appartement ,1.0
Vernier,GE,5400,132,Appartement ,5.0
Le Locle,NE,950,109,Appartement ,4.5
Lausanne,VD,1230,49,Appartement ,2.5
Rheinfelden,AG,1750,116,Appartement ,4.5
Chavannes-près-Renens,VD,2290,116,Appartement ,4.5
Köniz,BE,1250,80,Appartement ,3.5
Rolle,VD,2750,90,Appartement ,4.5
Pratteln,BL,1300,81,Appartement ,3.0
Thônex,GE,1740,46,Appartement ,3.0
Crans-Montana,VS,6750,260,Appartement ,5.5
Conthey,VS,1503,115,Appartement ,4.5
Pregny-Chambésy,GE,4500,154,Appartement ,6.5
Aarburg,AG,995,55,Appartement ,2.5
Suhr,AG,1430,87,Appartement ,4.0
Bossonnens,FR,1200,65,Appartement ,3.0
La Chaux-de-Fonds,NE,725,54,Appartement ,1.5
Vernier,GE,3430,79,Appartement ,4.0
Montreux,VD,2800,84,Appartement ,3.5
Eysins,VD,2300,89,Appartement ,3.5
Tafers,FR,2450,115,Attique ,4.5
La Chaux-de-Fonds,NE,1200,76,Appartement ,3.0
Saint-Imier,BE,999,100,Appartement ,4.0
Ecublens,VD,980,29,Appartement ,1.0
Oetwil am See,ZH,4170,140,Maison ,5.5
Gossau,SG,1200,85,Appartement ,4.0
Sion,VS,830,43,Appartement ,1.5
Wünnewil-Flamatt,FR,1099,72,Appartement ,3.5
Blonay - Saint-Légier,VD,4500,150,Maison jumelée ,5.5
Ollon,VD,1400,72,Appartement ,3.5
Saxon,VS,1280,43,Appartement ,2.5
Pratteln,BL,2080,114,Appartement ,4.5
Estavayer,FR,1100,55,Appartement ,2.5
Vernier,GE,3300,86,Appartement ,4.0
Tafers,FR,865,35,Studio,
Huttwil,BE,1310,71,Appartement ,3.5
Bottmingen,BL,2200,144,Maison ,6.5
Gempen,SO,2400,135,Appartement ,4.5
Saint-Sulpice,VD,2550,100,Appartement ,4.0
Gibloux,FR,1650,73,Appartement ,3.5
Vernier,GE,1600,45,Appartement ,2.0
Knutwil,LU,2660,132,Appartement ,5.5
La Chaux-de-Fonds,NE,1240,87,Appartement ,3.5
Münchenstein,BL,1750,74,Appartement ,2.5
Penthaz,VD,4800,300,Maison ,8.0
Zürich,ZH,2890,22,Appartement,
Vernier,GE,3205,78,Appartement ,4.0
Saint-Sulpice,VD,1450,46,Appartement ,2.5
Biberist,SO,1350,88,Appartement ,4.5
Ecublens,VD,1260,53,Appartement ,2.0
Oberkulm,AG,1700,84,Appartement ,3.5
Winterthur,ZH,1560,90,Appartement ,3.5
Oberriet,SG,1950,118,Appartement ,4.5
Vionnaz,VS,1640,107,Appartement ,4.5
Ollon,VD,1250,65,Appartement ,2.0
Tafers,FR,1250,62,Appartement ,2.5
Münchenstein,BL,960,59,Appartement ,2.0
La Chaux-de-Fonds,NE,860,62,Appartement ,3.0
Bex,VD,760,28,Appartement ,1.0
Grandcour,VD,1550,80,Appartement meublé ,3.5
La Chaux-de-Fonds,NE,800,47,Appartement ,2.5
La Chaux-de-Fonds,NE,750,34,Studio ,1.0
Saint-Sulpice,VD,1670,66,Appartement ,3.0
Boudry,NE,2430,156,Appartement ,5.5
Bourg-en-Lavaux,VD,9000,280,Duplex ,6.0
Grenchen,SO,1170,65,Appartement ,2.5
Vernier,GE,3800,94,Appartement ,4.0
Wildhaus-Alt St. Johann,SG,1450,120,Duplex ,5.0
La Chaux-de-Fonds,NE,650,50,Appartement ,1.5
Payerne,VD,1370,55,Appartement ,2.5
Münchenstein,BL,1880,86,Immeuble résidentiel ,4.5
Massongex,VS,1800,86,Appartement ,3.5
Cheyres-Châbles,FR,1800,92,Appartement ,3.5
Mutrux,VD,1250,75,Appartement ,3.0
Saint-Sulpice,VD,2150,91,Appartement ,3.0
Morcote,TI,2300,80,Appartement ,3.0
Plan-les-Ouates,GE,1500,24,Appartement ,1.0
Saint-Sulpice,VD,2390,103,Appartement ,4.5
Bourg-en-Lavaux,VD,3600,140,Villa ,5.5
Oensingen,SO,1250,80,Appartement ,3.5
Coppet,VD,9900,250,Maison,
La Chaux-de-Fonds,NE,1640,100,Appartement ,4.5
Crans-Montana,VS,4000,116,Appartement ,5.0
St. Gallen,SG,2400,180,Duplex ,6.5
Chavannes-près-Renens,VD,2500,100,Appartement ,4.5
Winznau,SO,1158,73,Appartement ,3.5
Zürich,ZH,1650,62,Appartement ,2.0
Pregny-Chambésy,GE,7800,250,Maison ,7.0
Crans-Montana,VS,2500,60,Appartement ,2.5
Port-Valais,VS,4200,265,Villa ,7.5
Montanaire,VD,1390,63,Appartement ,2.5
Montanaire,VD,1950,115,Appartement ,4.5
Val Terbi,JU,960,76,Appartement ,3.0
Prangins,VD,3200,67,Appartement ,3.0
Prangins,VD,2150,53,Appartement ,2.5
Echandens,VD,3100,107,Appartement ,3.5
Massagno,TI,1427,65,Appartement ,2.5
Montreux,VD,2090,47,Appartement ,2.0
Montreux,VD,2000,88,Appartement ,4.0
Conthey,VS,1300,94,Appartement ,3.5
Vernier,GE,6000,178,Appartement ,8.5
Veyrier,GE,3490,100,Appartement meublé ,5.0
Vernayaz,VS,950,50,Appartement ,2.0
Pully,VD,5500,127,Appartement ,4.5
Vernier,GE,3450,95,Appartement ,5.0
La Chaux-de-Fonds,NE,840,58,Appartement ,2.5
Val-de-Travers,NE,890,67,Appartement ,3.5
Renens,VD,1840,104,Appartement ,3.0
Veytaux,VD,1290,63,Appartement ,2.0
Renens,VD,2100,80,Appartement ,3.5
Payerne,VD,1120,63,Appartement ,3.0
Allschwil,BL,1570,63,Appartement ,2.5
Crans-Montana,VS,3000,150,Villa ,4.5
Villars-sur-Glâne,FR,160,15,Dépendance ,1.0
Morges,VD,1020,35,Appartement ,1.5
Avenches,VD,1300,78,Appartement ,3.5
Gossau,SG,1980,118,Appartement ,4.5
Tafers,FR,740,31,Studio ,1.0
Vernier,GE,3900,86,Appartement meublé ,4.0
Montreux,VD,2280,103,Appartement ,4.5
Bellinzona,TI,1480,84,Appartement ,3.5
Yverdon-les-Bains,VD,1600,86,Appartement ,4.0
Langenthal,BE,1380,96,Appartement ,4.0
Le Mont-sur-Lausanne,VD,3200,145,Maison ,5.5
Saint-Sulpice,VD,1280,48,Appartement ,2.0
Zwingen,BL,1740,93,Appartement ,4.5
Gossau,SG,1030,71,Appartement ,3.0
Römerswil,LU,1790,105,Appartement ,5.5
Klingnau,AG,1590,55,Appartement ,2.5
Leytron,VS,1800,102,Maison jumelée ,6.0
Le Locle,NE,1600,210,Appartement ,5.5
Ecublens,VD,4950,173,Appartement ,5.5
Gland,VD,2050,68,Appartement ,3.5
Yverdon-les-Bains,VD,1800,100,Appartement ,3.5
Payerne,VD,970,48,Appartement ,2.5
Gossau,SG,2300,120,Appartement ,5.5
St. Margrethen,SG,940,88,Appartement terrasse ,4.5
La Tour-de-Peilz,VD,1750,75,Appartement ,3.5
Thundorf,TG,1220,88,Appartement ,4.5
Yverdon-les-Bains,VD,1500,83,Appartement ,5.5
Ostermundigen,BE,1950,80,Appartement ,3.5
Sion,VS,750,25,Appartement ,1.0
St. Gallen,SG,1550,120,Appartement ,4.5
Chêne-Bougeries,GE,3250,137,Appartement ,4.0
Thun,BE,1400,86,Attique ,2.5
Payerne,VD,1430,77,Appartement ,3.5
Morschach,SZ,2500,60,Duplex ,2.5
Solothurn,SO,1250,43,Attique ,2.5
Niederhelfenschwil,SG,1330,110,Appartement ,3.5
Vernier,GE,3100,90,Attique ,4.0
Renens,VD,1780,87,Appartement ,4.0
Remaufens,FR,2050,100,Appartement ,4.5
Thunstetten,BE,1200,100,Dernier étage ,4.5
Köniz,BE,3450,75,Appartement meublé ,3.0
Saint-Sulpice,VD,1610,39,Appartement ,2.0
Vernier,GE,1800,40,Appartement ,3.0
Saint-Sulpice,VD,1100,25,Appartement ,1.0
Saint-Sulpice,VD,1650,57,Appartement ,2.5
Renens,VD,1600,66,Appartement ,3.5
Lützelflüh,BE,1440,100,Dernier étage ,3.5
Lancy,GE,3430,114,Appartement ,6.0
Avenches,VD,1625,96,Appartement ,4.5
Orbe,VD,1300,71,Mansarde ,3.5
Vernayaz,VS,1440,86,Appartement ,3.5
Saint-Sulpice,VD,1670,57,Appartement ,2.5
Echandens,VD,2000,77,Appartement ,2.5
Blonay - Saint-Légier,VD,2850,100,Appartement ,3.5
Saint-Sulpice,VD,1980,72,Appartement ,3.5
Develier,JU,1300,90,Appartement ,3.5
Gossau,SG,2700,163,Appartement ,6.0
Wängi,TG,1420,64,Appartement ,2.5
Mies,VD,5400,180,Maison ,6.5
Vernier,GE,4500,104,Appartement meublé ,4.0
Montreux,VD,1650,99,Appartement ,3.5
Arbon,TG,850,79,Appartement ,4.5
Saint-Sulpice,VD,2270,95,Appartement ,4.0
Huttwil,BE,1200,63,Appartement ,2.5
Münchenstein,BL,2950,75,Appartement meublé ,3.5
Gurtnellen,UR,1060,45,Appartement ,2.5
Wald,AR,1100,78,Dernier étage ,3.5
Hüttikon,ZH,1800,43,Appartement ,2.5
Le Locle,NE,1660,113,Appartement ,4.5
Meyrin,GE,2500,87,Appartement ,4.0
Oensingen,SO,1040,60,Appartement ,2.5
Ollon,VD,2300,101,Appartement ,4.5
Muttenz,BL,1445,57,Appartement ,2.5
Neyruz,FR,1990,93,Attique ,3.5
Lancy,GE,1700,45,Appartement ,2.5
Chêne-Bougeries,GE,8500,241,Duplex ,6.0
Winterthur,ZH,1485,68,Appartement ,3.0
Massongex,VS,1750,85,Appartement ,3.5
Morges,VD,1680,55,Appartement ,2.5
Uster,ZH,1007,44,Appartement ,1.5
Vernier,GE,2300,91,Appartement ,4.5
Villars-sur-Glâne,FR,1180,47,Appartement ,2.5
Montreux,VD,1150,35,Appartement ,2.0
Echallens,VD,2075,94,Appartement ,4.5
Tafers,FR,2800,180,Appartement ,5.5
Pfäffikon,ZH,2700,116,Duplex ,4.5
Hallau,SH,1800,120,Appartement ,3.5
Develier,JU,1630,92,Appartement ,3.5
Develier,JU,1500,108,Appartement ,4.5
Develier,JU,1500,108,Appartement ,4.5
Develier,JU,1500,108,Appartement ,4.5
Saint-Sulpice,VD,1620,70,Appartement ,3.0
Sion,VS,846,38,Appartement ,1.0
Kölliken,AG,1700,113,Appartement ,5.5
Vernier,GE,3000,92,Appartement ,3.5
Montreux,VD,1010,27,Studio ,1.5
Morges,VD,1050,56,Appartement ,2.5
Villars-sur-Glâne,FR,1100,58,Appartement ,3.5
Yvorne,VD,1640,118,Duplex ,3.5
Torricella-Taverne,TI,2000,204,Attique ,4.0
Wiler bei Utzenstorf,BE,1690,125,Dernier étage ,3.5
Yvonand,VD,2263,127,Appartement ,4.5
Gossau,SG,1300,85,Appartement ,4.5
Arbedo-Castione,TI,1300,60,Appartement ,2.5
Liestal,BL,1650,140,Attique ,4.5
Menziken,AG,1650,94,Appartement ,3.5
Kirchberg,BE,1200,70,Dernier étage ,4.0
Blonay - Saint-Légier,VD,1700,82,Appartement ,4.0
Brittnau,AG,1350,92,Appartement ,4.0
Wallisellen,ZH,3643,268,Duplex ,1.0
Morges,VD,3000,60,Appartement meublé ,3.0
Thundorf,TG,1800,80,Appartement ,3.5
Avenches,VD,1270,78,Appartement ,3.5
Saubraz,VD,4300,160,Villa ,6.5
Saint-Sulpice,VD,1200,44,Appartement ,2.0
Savièse,VS,2700,179,Maison ,7.5
Uttwil,TG,1670,100,Appartement ,3.5
Chardonne,VD,1070,49,Appartement ,2.5
Oberrohrdorf,AG,1916,115,Appartement ,4.5
Plaffeien,FR,1310,95,Appartement ,4.5
Chiasso,TI,925,53,Appartement ,2.0
Aarburg,AG,2690,160,Loft ,3.0
Port-Valais,VS,1380,78,Appartement ,4.5
Ollon,VD,950,52,Appartement ,2.0
Saint-Sulpice,VD,1280,52,Appartement ,2.0
Vernier,GE,1900,57,Appartement ,3.0
Vernayaz,VS,1180,70,Appartement ,2.5
La Brillaz,FR,1970,146,Appartement ,5.5
Ecublens,VD,1990,79,Appartement ,3.5
Cologny,GE,3800,120,Appartement ,4.0
Tafers,FR,950,45,Appartement ,2.5
Villaz,FR,1167,54,Appartement ,2.5
Münchenstein,BL,1950,85,Duplex ,3.0
Brittnau,AG,1300,110,Appartement ,5.0
Gurtnellen,UR,720,22,Appartement ,1.0
Arbedo-Castione,TI,1800,130,Appartement ,4.5
Valbroye,VD,2100,115,Maison contiguë ,5.5
Vevey,VD,2180,80,Appartement ,3.5
Semsales,FR,1830,99,Appartement ,3.5
Saint-Sulpice,VD,750,29,Appartement ,1.0
Hölstein,BL,1500,110,Duplex ,2.5
Mézières,FR,1080,48,Appartement ,2.5
Bellinzona,TI,1000,60,Appartement ,3.5
Gibloux,FR,1590,129,Appartement ,4.5
Crans-Montana,VS,8000,107,Appartement,
Sion,VS,1665,89,Appartement ,4.5
Saint-Sulpice,VD,1450,45,Appartement ,2.5
Chancy,GE,1480,50,Appartement ,3.0
Lausanne,VD,2705,98,Appartement ,4.5
Morges,VD,1799,80,Appartement ,3.5
Yverdon-les-Bains,VD,1990,100,Appartement ,4.5
Bex,VD,990,52,Appartement ,2.5
Yverdon-les-Bains,VD,1280,55,Appartement ,2.5
Maur,ZH,9500,380,Maison ,9.0
Epalinges,VD,1100,50,Appartement ,2.0
Sierre,VS,1280,50,Appartement ,2.5
Saint-Sulpice,VD,2500,99,Appartement ,4.5
Goldach,SG,1748,106,Appartement ,3.5
Villars-sur-Glâne,FR,2040,115,Appartement ,4.5
Meggen,LU,1480,83,Appartement ,4.0
Wohlen,AG,1400,93,Appartement ,4.5
Worb,BE,1800,87,Appartement ,4.5
Vernier,GE,2218,66,Appartement ,4.0
Tafers,FR,1300,56,Appartement ,2.5
Saint-Sulpice,VD,1900,44,Appartement meublé ,1.0
Courgenay,JU,1650,137,Appartement ,4.5
Muttenz,BL,1700,83,Duplex ,3.5
Wiler bei Utzenstorf,BE,1300,98,Appartement ,3.5
Neuheim,ZG,2550,104,Dernier étage ,5.5
Reconvilier,BE,975,75,Appartement ,3.5
Gibloux,FR,1790,86,Appartement ,3.5
Murten,FR,1440,67,Appartement ,3.5
Cologny,GE,3650,120,Appartement ,4.5
Montreux,VD,950,38,Appartement ,1.0
Schwerzenbach,ZH,1310,77,Appartement ,3.5
Spreitenbach,AG,1250,58,Appartement ,3.0
Suhr,AG,1350,94,Appartement ,4.5
Montreux,VD,3550,150,Attique ,4.5
Döttingen,AG,1660,110,Appartement ,3.5
Wartau,SG,2200,110,Appartement ,4.5
Chamoson,VS,1180,94,Appartement ,3.5
Neuchâtel,NE,1300,90,Appartement ,4.0
Bütschwil-Ganterschwil,SG,990,95,Appartement ,4.5
Bütschwil-Ganterschwil,SG,890,79,Appartement ,3.5
Luterbach,SO,1500,85,Appartement ,3.5
Wallisellen,ZH,2690,115,Appartement ,4.5
